px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
11.3715	-1.86628	-2.67947	-1.72339	0.541206	11.3011	-1.79507	11.35	-1.8	0	2.73035	0
11.3828	-1.70604	-2.70425	-1.68598	0.548105	11.3326	-1.67041	11.35	-1.65	0	2.73033	0
11.3245	-1.54582	-2.72197	-1.56967	0.683808	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	0
11.3126	-1.39484	-2.74945	-1.52813	0.6903	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0
11.2648	-1.22727	-2.80196	-1.44133	0.766571	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	0
11.226	-1.10226	-2.74014	-1.39178	0.774246	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0
11.1065	-0.92126	-2.94511	-1.24175	0.948701	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	0
11.0404	-0.767373	-2.97855	-1.18579	0.955759	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0
10.9919	-0.635057	-2.88826	-1.15517	0.917374	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	0
10.9143	-0.510303	-2.85098	-1.09637	0.926371	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0
10.814	-0.364132	-2.94386	-1.01823	0.971413	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	0
10.7136	-0.264673	-2.87654	-0.949764	0.988144	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0
10.5419	-0.109871	-3.19759	-0.828006	1.09984	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	0
10.4067	-0.03434	-3.11144	-0.744476	1.12567	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0
10.3202	0.0479184	-2.9065	-0.704047	1.08886	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	0
10.1888	0.0894699	-2.81408	-0.616689	1.12013	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0
10.0398	0.169309	-2.88615	-0.539685	1.1424	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	0
9.89457	0.185243	-2.80424	-0.443326	1.17988	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	0
9.74076	0.235524	-2.83887	-0.366175	1.19529	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0
9.58613	0.216326	-2.76513	-0.257179	1.24289	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	0
9.42886	0.240681	-2.78891	-0.180045	1.25291	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0
9.27212	0.23302	-2.77145	-0.0902502	1.2754	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0
9.12089	0.235951	-2.75157	-0.0160039	1.27931	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0
8.96634	0.240429	-2.76084	0.0500852	1.27425	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0
8.86817	0.203543	-2.4385	0.139881	1.29542	8.90199	0.247143	8.85	0.25	-1.81847	0	0
8.74086	0.20228	-2.43494	0.194418	1.27795	8.76016	0.263752	8.75	0.25	-1.81846	0	0
8.53551	0.212305	-2.8778	0.218294	1.22332	8.46355	0.258809	8.55	0.25	-3.6326	0	0
8.37837	0.193745	-2.88153	0.269983	1.20641	8.35367	0.252596	8.35	0.25	-3.6326	0	0
8.22375	0.155151	-2.86892	0.331048	1.20081	8.05161	0.241868	8.2	0.25	-2.72841	0	0
8.07445	0.139323	-2.85565	0.366613	1.16868	8.05411	0.247878	8.05	0.25	-2.72842	0	0
7.92636	0.0926586	-2.84507	0.420728	1.1581	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0
7.78031	0.0568488	-2.83246	0.459764	1.13212	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0
7.63415	0.00639596	-2.89582	0.497003	1.10213	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0
7.49142	-0.0411945	-2.87609	0.533531	1.0771	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0
7.32206	-0.0762139	-3.06344	0.530202	1.00394	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	0
7.19048	-0.107106	-3.01364	0.546194	0.968575	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0
7.09631	-0.191768	-2.79884	0.624143	1.00857	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	0
6.97313	-0.248238	-2.75669	0.655304	0.983437	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0
6.86645	-0.335048	-2.69124	0.712378	0.991386	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0
6.7601	-0.410945	-2.65542	0.752882	0.976968	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0
6.67014	-0.50853	-2.60157	0.813001	0.988293	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0
6.57121	-0.602769	-2.58798	0.858812	0.979564	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0
6.52857	-0.748282	-2.45312	0.981237	1.079	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	0
6.45428	-0.882642	-2.4916	1.05019	1.08863	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0
6.40312	-1.01865	-2.5142	1.12882	1.12022	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0
6.3484	-1.16474	-2.57902	1.19726	1.13194	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0
6.30347	-1.29004	-2.59252	1.25065	1.12434	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0
6.26387	-1.41782	-2.60291	1.30702	1.1243	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0
6.26208	-1.5972	-2.69547	1.42885	1.22209	6.24787	-1.61119	6.25	-1.6	0	-2.99288	0
6.24465	-1.73651	-2.709	1.49007	1.22167	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0
6.27376	-1.93673	-2.85875	1.61976	1.31604	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	0
6.29852	-2.0826	-2.82947	1.69782	1.32286	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0
6.31414	-2.195	-2.66332	1.74421	1.27685	6.53066	-2.26346	6.35	-2.2	0	-2.72782	0
6.34854	-2.33752	-2.6611	1.81715	1.27963	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0
6.36479	-2.45752	-2.53915	1.86173	1.23891	6.27034	-2.51837	6.35	-2.55	0	-3.63689	0
6.3929	-2.62326	-2.61049	1.91462	1.21961	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0
6.44874	-2.78798	-2.7203	1.98247	1.224	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0
6.49472	-2.95616	-2.78307	2.03004	1.20046	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0
6.54897	-3.09117	-2.72234	2.08031	1.17734	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0
6.60447	-3.25014	-2.77079	2.12158	1.15077	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0
6.67018	-3.37436	-2.67309	2.17034	1.12783	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	0
6.72975	-3.53068	-2.72182	2.20132	1.09351	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	0
6.80063	-3.65817	-2.67169	2.24313	1.07029	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	0
6.85867	-3.82092	-2.72451	2.25807	1.02268	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	0
6.92203	-3.93377	-2.59243	2.29139	0.993261	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	0
6.97778	-4.09574	-2.64101	2.29505	0.938697	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	0
7.0902	-4.24806	-2.84113	2.33407	0.929303	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	0
7.16062	-4.41255	-2.87713	2.33539	0.876514	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	0
7.23737	-4.5258	-2.75144	2.36178	0.850597	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	0
7.29225	-4.69483	-2.77972	2.34508	0.784084	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	0
7.35445	-4.7901	-2.60582	2.36375	0.758305	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	0
7.40129	-4.92897	-2.61707	2.35051	0.705174	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	0
7.51196	-5.0643	-2.89505	2.37425	0.698927	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	0
7.57198	-5.21608	-2.90941	2.35673	0.644063	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	0
7.62675	-5.30271	-2.57221	2.37065	0.615641	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	0
7.68523	-5.44954	-2.58223	2.35438	0.563434	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	0
7.78263	-5.57134	-2.71534	2.37234	0.552465	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	0
7.85546	-5.72183	-2.73158	2.3577	0.505666	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0
7.91212	-5.80726	-2.41755	2.36646	0.481474	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	0
7.96877	-5.94306	-2.42433	2.34827	0.435547	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0
8.07742	-6.06834	-2.62603	2.3641	0.42967	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	0
8.14393	-6.22229	-2.64624	2.33808	0.378765	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	0
8.26075	-6.35527	-2.8069	2.35212	0.37368	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	0
8.33401	-6.51659	-2.82777	2.32431	0.324053	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	0
8.39243	-6.609	-2.52924	2.32318	0.300241	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	0
8.44262	-6.75301	-2.53047	2.29218	0.251802	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	0
8.51995	-6.86378	-2.52489	2.29425	0.239876	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0
8.56332	-7.0242	-2.54093	2.25033	0.181994	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	0
8.67302	-7.16289	-2.76067	2.26036	0.186025	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	0
8.73286	-7.33421	-2.79022	2.22127	0.13607	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	0
8.78911	-7.44362	-2.54934	2.20791	0.10921	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	0
8.84329	-7.58426	-2.55713	2.1831	0.0780868	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0
8.94588	-7.72493	-2.77894	2.1929	0.0886805	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	0
9.00981	-7.87968	-2.79686	2.16809	0.0587588	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0
9.09524	-8.01314	-2.8687	2.16778	0.0568833	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0
9.14053	-8.16737	-2.88562	2.13328	0.0190717	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0
9.17179	-8.27216	-2.54304	2.10524	-0.0206497	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	0
9.21495	-8.41406	-2.55005	2.07804	-0.0469498	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0
9.28752	-8.54648	-2.61628	2.07619	-0.0443045	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0
9.32566	-8.70154	-2.63422	2.04226	-0.0759337	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0
9.39109	-8.83885	-2.67473	2.03614	-0.0766133	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0
9.42464	-8.99693	-2.69122	2.00126	-0.107363	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0
9.49065	-9.13453	-2.80009	2.00106	-0.0980127	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0
9.51638	-9.29584	-2.83029	1.96264	-0.1317	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0
9.57011	-9.44047	-2.82585	1.95177	-0.135552	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0
9.60383	-9.60576	-2.84527	1.92193	-0.158099	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0
9.65455	-9.74511	-2.88977	1.91607	-0.153847	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0
9.67908	-9.90138	-2.91015	1.88644	-0.175965	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0
9.7044	-10.0254	-2.8056	1.86454	-0.194378	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0
9.74517	-10.1573	-2.80233	1.85631	-0.192865	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0
9.75764	-10.2798	-2.58711	1.82164	-0.228478	9.77731	-10.3295	9.75	-10.3	0	-2.72851	0
9.7828	-10.4272	-2.59969	1.8004	-0.237215	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0
9.83271	-10.588	-2.73068	1.80047	-0.217766	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	0
9.86041	-10.7398	-2.73872	1.78346	-0.222832	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0
9.8726	-10.8621	-2.63761	1.75807	-0.243256	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0
9.88195	-11.0082	-2.66215	1.73227	-0.256996	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0
9.89957	-11.139	-2.68209	1.71984	-0.25466	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0
9.89399	-11.2963	-2.71951	1.68492	-0.277001	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0
9.91228	-11.4406	-2.78033	1.67658	-0.267093	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0
9.8996	-11.6004	-2.81459	1.64098	-0.289458	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0
9.84606	-11.7023	-2.4371	1.55935	-0.385358	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	0
9.81794	-11.8466	-2.45559	1.51935	-0.404042	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0
9.79849	-11.9775	-2.39821	1.48333	-0.423814	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0
9.74712	-12.1274	-2.43647	1.43109	-0.452318	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0
9.71786	-12.2581	-2.42232	1.39816	-0.462018	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0
9.65181	-12.4152	-2.48096	1.34156	-0.492495	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0
9.5659	-12.5066	-2.24238	1.24485	-0.590325	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	0
9.47987	-12.6412	-2.29607	1.18063	-0.62097	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0
9.36606	-12.7008	-2.05082	1.05026	-0.760579	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	0
9.23852	-12.8196	-2.1562	0.961315	-0.808781	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	0
9.11197	-12.8908	-2.0709	0.836206	-0.919329	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	0
8.98514	-12.9863	-2.14024	0.754781	-0.947769	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0
8.87518	-13.0581	-2.14384	0.67533	-0.983366	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0
8.72107	-13.1488	-2.25255	0.589103	-1.01165	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0
8.50505	-13.1728	-2.35491	0.370323	-1.24312	8.27267	-12.996	8.4	-13.15	-2.99683	0	0
8.36369	-13.2085	-2.39705	0.290143	-1.25884	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0
8.25247	-13.2371	-2.3373	0.239502	-1.22859	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	0
8.08446	-13.2712	-2.42173	0.159213	-1.2369	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0
7.93018	-13.2873	-2.4948	0.0725813	-1.26473	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0
7.75225	-13.2941	-2.57501	-0.00658339	-1.26999	7.62489	-13.249	7.65	-13.25	-2.7295	0	0
7.62438	-13.2912	-2.56485	-0.0663036	-1.26333	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0
7.45916	-13.2818	-2.64097	-0.13198	-1.26171	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0
7.28483	-13.2413	-2.77039	-0.22713	-1.30042	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	0
7.11708	-13.1993	-2.81074	-0.300425	-1.29997	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0
6.98356	-13.1553	-2.72105	-0.361351	-1.27927	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0
6.78937	-13.1226	-2.8311	-0.406993	-1.251	6.65123	-13.1604	6.65	-13.15	-3.63709	0	0
6.65521	-13.0685	-2.84776	-0.464987	-1.24708	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0
6.4802	-13.0199	-2.9366	-0.503676	-1.22075	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	0
6.41668	-13.015	-2.39984	-0.516101	-1.1259	6.27012	-13.1139	6.25	-13.05	-1.81729	0	0
6.25385	-12.9764	-2.47669	-0.544118	-1.09108	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0
6.11019	-12.8857	-2.65156	-0.610769	-1.10759	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	0
5.95488	-12.8149	-2.70678	-0.648035	-1.08324	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0
5.85538	-12.7484	-2.62257	-0.691077	-1.06725	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0
5.6954	-12.6907	-2.69832	-0.702902	-1.02501	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	0
5.61434	-12.6384	-2.47696	-0.734411	-0.993233	5.45236	-12.7392	5.45	-12.7	-2.00001	1	0
5.47398	-12.5792	-2.53082	-0.746762	-0.955686	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0
5.37048	-12.4853	-2.60189	-0.793625	-0.957756	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0
5.24047	-12.4064	-2.64476	-0.812921	-0.928578	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0
5.144	-12.3135	-2.61705	-0.856044	-0.920701	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0
5.02059	-12.2162	-2.64564	-0.882831	-0.8966	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0
4.90385	-12.0706	-2.97163	-0.934895	-0.914482	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	0
4.79918	-11.9547	-2.9893	-0.967341	-0.900775	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0
4.73344	-11.8562	-2.79322	-1.00745	-0.890287	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	0
4.65472	-11.7408	-2.79634	-1.04625	-0.88451	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0
4.56902	-11.5971	-2.96525	-1.08858	-0.885049	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	0
4.52121	-11.46	-2.95382	-1.1457	-0.89834	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0
4.45409	-11.3082	-3.04975	-1.18998	-0.897773	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	0
4.41869	-11.1587	-3.04545	-1.24879	-0.912105	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0
4.42261	-11.0484	-2.65527	-1.326	-0.943777	4.43672	-11.0976	4.45	-11.05	0	1.8168	0
4.4018	-10.9122	-2.63984	-1.38317	-0.949657	4.43803	-10.9525	4.45	-10.95	0	1.81679	0
4.37355	-10.7707	-2.71034	-1.42673	-0.944062	4.40556	-10.7068	4.45	-10.8	0	3.00139	0
4.38251	-10.6363	-2.70093	-1.49094	-0.96179	4.45507	-10.6618	4.45	-10.65	0	3.00138	0
4.41806	-10.5365	-2.43299	-1.57607	-1.00954	4.44716	-10.5583	4.45	-10.55	0	2.00041	0
4.42836	-10.4186	-2.42659	-1.63037	-1.01365	4.45187	-10.4417	4.45	-10.45	0	2.00038	0
4.43523	-10.2895	-2.46764	-1.6773	-1.00785	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0
4.47866	-10.1567	-2.48758	-1.74869	-1.0288	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0
4.48499	-10.0032	-2.62993	-1.77608	-0.988553	4.56608	-10.005	4.55	-10	0	2.72717	0
4.52993	-9.85681	-2.64415	-1.83918	-0.997154	4.55922	-9.84124	4.55	-9.85	0	2.72714	0
4.58269	-9.71877	-2.62411	-1.90544	-1.01148	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0
4.66503	-9.56907	-2.66901	-1.98312	-1.03303	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0
4.68135	-9.4167	-2.82312	-1.97628	-0.951877	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	0
4.76933	-9.27385	-2.8731	-2.04267	-0.969896	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0
4.89123	-9.17028	-2.77868	-2.15789	-1.06012	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	0
4.98569	-9.04914	-2.80746	-2.21901	-1.06772	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0
5.00155	-8.9169	-2.86503	-2.17778	-0.932718	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	0
5.10349	-8.78463	-2.91519	-2.23118	-0.938456	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0
5.23168	-8.67588	-2.89619	-2.31477	-0.982448	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	0
5.3476	-8.56194	-2.90319	-2.37145	-0.984887	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0
5.37694	-8.4332	-2.885	-2.32655	-0.845976	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	0
5.49734	-8.31087	-2.94541	-2.37187	-0.847774	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0
5.60852	-8.20342	-2.96072	-2.41515	-0.850487	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0
5.7305	-8.0946	-2.99541	-2.45715	-0.849414	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0
5.78381	-7.97692	-2.92966	-2.42417	-0.731871	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	0
5.8853	-7.88542	-2.90868	-2.45764	-0.729407	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0
5.96968	-7.77916	-2.88096	-2.45764	-0.672444	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	0
6.07592	-7.68367	-2.87853	-2.48619	-0.667806	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0
6.17565	-7.5772	-2.83968	-2.49062	-0.615788	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	0
6.28888	-7.48203	-2.82265	-2.51904	-0.611042	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0
6.41401	-7.39635	-2.85552	-2.55986	-0.632597	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	0
6.54378	-7.30269	-2.89398	-2.58675	-0.627387	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0
6.67975	-7.22224	-2.89272	-2.62177	-0.628278	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0
6.80162	-7.15298	-2.85361	-2.65489	-0.627934	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0
6.85909	-7.06859	-2.65843	-2.62232	-0.522721	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	0
6.97325	-6.99564	-2.66497	-2.64375	-0.518101	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0
7.10423	-6.92609	-2.66414	-2.67013	-0.513668	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0
7.24754	-6.82879	-2.72209	-2.68395	-0.498196	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0
7.32199	-6.7424	-2.51161	-2.64893	-0.393697	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	0
7.45712	-6.64599	-2.56977	-2.65551	-0.377544	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0
7.56878	-6.57253	-2.52726	-2.66043	-0.352855	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0
7.68688	-6.50108	-2.52632	-2.67399	-0.347313	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0
7.83858	-6.44698	-2.62392	-2.71782	-0.387689	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	0
7.967	-6.37993	-2.62728	-2.73311	-0.381837	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0
8.02694	-6.30454	-2.41235	-2.69641	-0.295216	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	0
8.14033	-6.22736	-2.44625	-2.69629	-0.279988	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0
8.25909	-6.15951	-2.43206	-2.69997	-0.263203	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0
8.40401	-6.06555	-2.51086	-2.69552	-0.242694	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0
8.50335	-5.99924	-2.45541	-2.687	-0.211777	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	0
8.62638	-5.91626	-2.50703	-2.68125	-0.194681	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0
8.75982	-5.86079	-2.57862	-2.70277	-0.213814	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0
8.89954	-5.76221	-2.66239	-2.6894	-0.188427	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0
8.9934	-5.68411	-2.53526	-2.65782	-0.123948	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	0
9.12531	-5.5787	-2.61608	-2.63788	-0.0968081	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0
9.21711	-5.48248	-2.49329	-2.59776	-0.0304648	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	0
9.34771	-5.3644	-2.56603	-2.57228	-0.00298671	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0
9.4396	-5.26521	-2.47718	-2.53472	0.0512822	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	0
9.55759	-5.14995	-2.53107	-2.51008	0.0728943	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0
9.67178	-5.07837	-2.58303	-2.52125	0.0487349	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0
9.77504	-4.98825	-2.59818	-2.50948	0.0577057	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0
9.8602	-4.88965	-2.4897	-2.47001	0.112971	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	0
9.96497	-4.79375	-2.49999	-2.45717	0.119325	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0
10.041	-4.68983	-2.39557	-2.41101	0.178868	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	0
