px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.1467	-4.5594	-2.464	-2.37924	0.200457	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0
10.2367	-4.4547	-2.45576	-2.35606	0.215961	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0
10.3401	-4.32906	-2.51032	-2.33049	0.229516	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0
10.4269	-4.22868	-2.51204	-2.30998	0.243025	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0
10.5278	-4.08307	-2.61385	-2.27572	0.264992	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0
10.6448	-3.98641	-2.70417	-2.29615	0.213167	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	0
10.7413	-3.84545	-2.77529	-2.26811	0.230238	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0
10.7651	-3.70737	-2.61859	-2.16986	0.360779	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	0
10.8487	-3.55049	-2.71068	-2.13272	0.379756	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0
10.9582	-3.45005	-2.78674	-2.1668	0.297051	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	0
11.0412	-3.30968	-2.83579	-2.14339	0.305487	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0
11.0706	-3.16883	-2.74964	-2.06705	0.397881	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	0
11.1422	-3.01627	-2.81272	-2.03747	0.407494	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0
11.1395	-2.8426	-2.7202	-1.91717	0.558544	11.1386	-2.78926	11.15	-2.8	0	2.73104	0
11.1817	-2.68772	-2.73983	-1.87857	0.565949	11.141	-2.65084	11.15	-2.65	0	2.73102	0
11.1888	-2.52437	-2.72891	-1.79799	0.642017	11.1042	-2.54354	11.15	-2.55	0	1.81785	0
11.2059	-2.40466	-2.66424	-1.76378	0.641118	11.1497	-2.45904	11.15	-2.45	0	1.81785	0
11.2952	-2.31822	-2.6223	-1.83515	0.476213	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	0
11.3368	-2.14839	-2.71567	-1.80555	0.480855	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0
11.3482	-1.99333	-2.71137	-1.75113	0.523552	11.3117	-1.92025	11.35	-1.95	0	1.81854	0
11.3686	-1.85318	-2.69485	-1.72141	0.524468	11.3504	-1.8663	11.35	-1.85	0	1.81853	0
11.3831	-1.70422	-2.6962	-1.68393	0.538615	11.4185	-1.70062	11.35	-1.7	0	2.72762	0
11.3913	-1.54988	-2.70753	-1.64968	0.542854	11.3568	-1.53205	11.35	-1.55	0	2.72762	0
11.3305	-1.38417	-2.72645	-1.53102	0.681738	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	0
11.3085	-1.23833	-2.71401	-1.4863	0.688444	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0
11.2102	-1.0544	-2.85014	-1.34519	0.850749	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	0
11.152	-0.911598	-2.82902	-1.2871	0.861529	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0
11.0807	-0.764419	-2.89629	-1.21362	0.907908	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	0
11.0135	-0.633756	-2.88965	-1.16001	0.915639	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0
10.8924	-0.472639	-3.08086	-1.05244	1.01372	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	0
10.8023	-0.3475	-3.07045	-0.994593	1.02072	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0
10.7082	-0.21696	-3.04624	-0.938664	1.01941	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0
10.5958	-0.138504	-2.94594	-0.862611	1.04275	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0
10.4463	-0.0115007	-3.18445	-0.767469	1.11671	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	0
10.3159	0.0544187	-3.11892	-0.690149	1.14058	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0
10.2225	0.11683	-2.91662	-0.644024	1.11469	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	0
10.0921	0.130086	-2.81077	-0.551396	1.15632	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	0
9.95397	0.196945	-2.84618	-0.479049	1.17092	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0
9.80318	0.203931	-2.77429	-0.378696	1.21084	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	0
9.64349	0.251829	-2.91491	-0.305472	1.23003	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	0
9.49641	0.2535	-2.88256	-0.218837	1.25738	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0
9.38731	0.242146	-2.5393	-0.136784	1.26241	9.22819	0.16178	9.35	0.15	-1.81963	0	0
9.24831	0.225759	-2.5166	-0.0469167	1.28492	9.24456	0.139817	9.25	0.15	-1.81962	0	0
9.0967	0.240477	-2.67981	0.0105133	1.27894	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	0
8.96322	0.238937	-2.68162	0.0715922	1.27584	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0
8.81802	0.234701	-2.7638	0.127275	1.26719	8.84168	0.257617	8.8	0.25	-2.99995	0	0
8.67809	0.220904	-2.77103	0.185138	1.26093	8.65606	0.24536	8.65	0.25	-2.99994	0	0
8.53133	0.200049	-2.82287	0.240191	1.25134	8.43549	0.247188	8.5	0.25	-2.99323	0	0
8.38776	0.184131	-2.83181	0.286526	1.23331	8.34184	0.250769	8.35	0.25	-2.9932	0	0
8.2457	0.14479	-2.80499	0.348358	1.22774	8.27073	0.243988	8.2	0.25	-2.73233	0	0
8.09453	0.132188	-2.79948	0.38161	1.19132	8.03847	0.260731	8.05	0.25	-2.73234	0	0
7.95086	0.0989219	-2.88675	0.416038	1.16164	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	0
7.80851	0.0653174	-2.88762	0.451678	1.13761	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0
7.64137	0.0313612	-3.05268	0.465624	1.08402	7.46173	0.143776	7.6	0.15	-2.99599	0	0
7.50106	0.00846654	-3.01976	0.483833	1.04641	7.45455	0.149294	7.45	0.15	-2.99596	0	0
7.40102	-0.0702743	-2.78056	0.566069	1.08526	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	0
7.27634	-0.0996754	-2.72067	0.587718	1.04615	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	0
7.12727	-0.150056	-2.8616	0.597952	0.984352	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	0
6.99045	-0.214059	-2.84241	0.631288	0.962701	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0
6.94696	-0.333061	-2.50467	0.755187	1.06558	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	0
6.85125	-0.407233	-2.47222	0.799806	1.05145	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0
6.68462	-0.446832	-2.7776	0.744772	0.896779	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	0
6.57901	-0.542384	-2.78396	0.787082	0.894088	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0
6.52149	-0.690327	-2.63433	0.904711	0.992488	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	0
6.43774	-0.81749	-2.65008	0.966132	0.999475	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0
6.39653	-0.96603	-2.60732	1.07306	1.08148	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	0
6.33873	-1.10119	-2.64158	1.13686	1.09096	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0
6.27209	-1.24224	-2.66932	1.19371	1.08538	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0
6.22178	-1.39757	-2.70557	1.25998	1.09129	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0
6.25271	-1.6385	-2.837	1.45763	1.29768	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	0
6.25938	-1.78106	-2.79538	1.53558	1.30541	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0
6.26388	-1.91355	-2.7752	1.60181	1.30648	6.34	-1.88987	6.35	-1.9	0	-2.99515	0
6.28748	-2.04698	-2.75601	1.67524	1.31512	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0
6.30154	-2.17079	-2.64846	1.72874	1.28203	6.45002	-2.23466	6.35	-2.2	0	-2.72856	0
6.33046	-2.31903	-2.66051	1.79988	1.28195	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0
6.38216	-2.48591	-2.76301	1.88478	1.30405	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0
6.43663	-2.63281	-2.77201	1.95767	1.30456	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0
6.45195	-2.70151	-2.36468	1.98752	1.22919	6.46538	-2.81029	6.45	-2.8	0	-2.72732	0
6.49534	-2.84655	-2.41805	2.03992	1.21044	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0
6.555	-3.00177	-2.5667	2.09752	1.20621	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	0
6.60699	-3.17182	-2.65053	2.13247	1.16912	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	0
6.66743	-3.30313	-2.59153	2.17591	1.14016	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	0
6.72491	-3.47749	-2.67766	2.19748	1.09313	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	0
6.78427	-3.59835	-2.55922	2.23282	1.05921	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	0
6.83926	-3.76938	-2.63235	2.24162	1.00467	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	0
6.89094	-3.87691	-2.45631	2.26926	0.96828	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	0
6.94128	-4.04755	-2.52636	2.26501	0.906456	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	0
6.97971	-4.13302	-2.29782	2.28422	0.870962	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	0
7.02661	-4.2758	-2.35096	2.2803	0.820516	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	0
7.12353	-4.41477	-2.6216	2.30962	0.815134	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	0
7.18954	-4.57042	-2.67879	2.3037	0.765395	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	0
7.2464	-4.66234	-2.51297	2.32202	0.740031	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	0
7.31042	-4.79979	-2.55112	2.31959	0.698618	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	0
7.38624	-4.90908	-2.48231	2.33991	0.678127	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	0
7.44275	-5.06893	-2.52097	2.31894	0.617952	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	0
7.55645	-5.2107	-2.8518	2.34127	0.615854	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	0
7.62319	-5.3736	-2.89246	2.31826	0.56016	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	0
7.67846	-5.46691	-2.64846	2.32374	0.531464	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	0
7.73541	-5.60959	-2.67004	2.30513	0.485074	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	0
7.83812	-5.74153	-2.79696	2.3222	0.477681	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	0
7.91163	-5.90677	-2.82854	2.3011	0.429054	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	0
7.9659	-5.99862	-2.50862	2.30431	0.402221	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	0
8.02629	-6.14592	-2.53043	2.2841	0.359204	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0
8.1228	-6.26558	-2.5991	2.29906	0.355272	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0
8.20069	-6.39635	-2.61102	2.29554	0.331935	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0
8.3155	-6.52817	-2.77291	2.31272	0.333019	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	0
8.39354	-6.67128	-2.78538	2.30043	0.302093	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0
8.47802	-6.78354	-2.68217	2.306	0.289142	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	0
8.53855	-6.93768	-2.69677	2.27728	0.243911	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	0
8.62292	-7.05823	-2.66884	2.27893	0.231363	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0
8.66964	-7.22947	-2.69291	2.23403	0.172966	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	0
8.75379	-7.34845	-2.73916	2.23722	0.168197	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0
8.81409	-7.48538	-2.75231	2.21718	0.139283	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0
8.89203	-7.60718	-2.71665	2.21588	0.12942	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0
8.94376	-7.7666	-2.73244	2.1818	0.0875006	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	0
9.01486	-7.88946	-2.68027	2.17661	0.0760514	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0
9.0544	-8.05874	-2.70401	2.13248	0.026964	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	0
9.124	-8.1848	-2.67554	2.12737	0.0194559	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0
9.18712	-8.32241	-2.68143	2.11415	0.00498433	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0
9.26866	-8.45302	-2.81749	2.11909	0.0136589	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	0
9.31066	-8.59979	-2.82967	2.08953	-0.0170165	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0
9.37495	-8.72434	-2.83584	2.08502	-0.0204035	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0
9.4185	-8.87839	-2.85977	2.05533	-0.049599	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0
9.45537	-8.99609	-2.61359	2.02968	-0.0819031	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	0
9.497	-9.13875	-2.61887	2.00654	-0.100785	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0
9.55444	-9.27203	-2.63601	1.99907	-0.10202	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0
9.5927	-9.42108	-2.64787	1.97357	-0.122062	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0
9.65565	-9.56548	-2.69864	1.96875	-0.118629	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0
9.69866	-9.71859	-2.71586	1.94745	-0.133488	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0
9.76791	-9.86871	-2.8491	1.95025	-0.119214	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	0
9.79923	-10.0174	-2.86311	1.92533	-0.138283	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0
9.81708	-10.1392	-2.63303	1.89161	-0.175247	9.75497	-10.1932	9.75	-10.2	0	-2.72857	0
9.82713	-10.306	-2.66299	1.84996	-0.207427	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0
9.87122	-10.4544	-2.72736	1.84311	-0.199438	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0
9.89488	-10.6137	-2.74553	1.81741	-0.214208	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0
9.90544	-10.7427	-2.58656	1.78406	-0.244805	9.86786	-10.8223	9.85	-10.8	0	-2.72846	0
9.90753	-10.9026	-2.6125	1.74709	-0.268255	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0
9.92344	-11.0422	-2.58423	1.7253	-0.277171	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0
9.91168	-11.2065	-2.61684	1.68246	-0.304581	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0
9.93107	-11.3484	-2.67614	1.67251	-0.295774	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0
9.91893	-11.5071	-2.71679	1.63537	-0.318011	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0
9.90127	-11.6397	-2.56482	1.58881	-0.360009	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	0
9.85679	-11.8112	-2.61723	1.53226	-0.396417	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0
9.82559	-11.9407	-2.50029	1.48311	-0.435076	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	0
9.76566	-12.1065	-2.55742	1.42331	-0.470351	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0
9.70286	-12.2177	-2.37023	1.34783	-0.540852	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	0
9.63872	-12.3521	-2.39437	1.29435	-0.563921	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0
9.54292	-12.4344	-2.14411	1.18512	-0.674669	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	0
9.45932	-12.5526	-2.18056	1.12196	-0.699656	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0
9.35718	-12.637	-2.02525	1.00785	-0.807606	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	0
9.23	-12.7539	-2.11714	0.919477	-0.84898	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	0
9.13856	-12.838	-2.10126	0.848398	-0.881245	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0
9.00386	-12.9429	-2.19399	0.765919	-0.912389	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0
8.89285	-13.0164	-2.19546	0.68909	-0.946315	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0
8.72726	-13.1219	-2.33822	0.603125	-0.975691	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0
8.51211	-13.1618	-2.43073	0.39591	-1.19009	8.43462	-13.263	8.4	-13.15	-2.72644	0	0
8.35727	-13.2057	-2.47292	0.312937	-1.20548	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0
8.17387	-13.225	-2.62223	0.179771	-1.30766	8.10139	-13.1447	8.1	-13.15	-3.00083	0	0
8.02562	-13.2333	-2.64254	0.100961	-1.31935	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0
7.92389	-13.255	-2.49964	0.0714377	-1.25541	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	0
7.74881	-13.2699	-2.58032	-0.000629669	-1.25412	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0
7.55766	-13.2465	-2.76857	-0.113358	-1.3208	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	0
7.39908	-13.2107	-2.77676	-0.196024	-1.32957	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0
7.28726	-13.1954	-2.5992	-0.239658	-1.28161	7.19553	-13.2012	7.2	-13.15	-2.73035	0	0
7.12428	-13.1628	-2.65143	-0.305203	-1.27432	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0
7.00015	-13.1283	-2.56605	-0.361272	-1.25198	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0
6.81288	-13.0987	-2.67531	-0.404973	-1.22304	6.672	-13.1364	6.65	-13.15	-3.63617	0	0
6.74286	-13.0892	-2.26322	-0.427413	-1.14482	6.53838	-13.1322	6.55	-13.15	-1.81656	0	0
6.57961	-13.0684	-2.35049	-0.45523	-1.10815	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0
6.45871	-13.0112	-2.34804	-0.511658	-1.1017	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0
6.29091	-12.9727	-2.43715	-0.536199	-1.06443	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0
6.13109	-12.8669	-2.72361	-0.612138	-1.09805	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	0
5.96438	-12.799	-2.78871	-0.641614	-1.06631	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0
5.86143	-12.7383	-2.60619	-0.678973	-1.0345	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	0
5.69018	-12.6788	-2.68021	-0.689503	-0.987874	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	0
5.5617	-12.576	-2.77678	-0.742674	-0.99151	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0
5.38544	-12.4981	-2.85251	-0.75039	-0.944176	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	0
5.27359	-12.403	-2.79783	-0.79261	-0.931754	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0
5.1297	-12.3109	-2.83407	-0.814268	-0.902128	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0
5.03686	-12.22	-2.78442	-0.852054	-0.893174	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0
4.92351	-12.1234	-2.80636	-0.879268	-0.87551	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0
4.85601	-12.0432	-2.60637	-0.915435	-0.86093	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	0
4.77755	-11.9382	-2.60853	-0.957942	-0.860312	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0
4.66836	-11.7861	-2.91012	-1.00293	-0.868451	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	0
4.58005	-11.6597	-2.92702	-1.03999	-0.861472	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0
4.54105	-11.5727	-2.62558	-1.08442	-0.857775	4.53697	-11.5591	4.55	-11.55	0	1.99749	0
4.50165	-11.452	-2.61133	-1.14073	-0.871712	4.55238	-11.4548	4.55	-11.45	0	1.99746	0
4.39986	-11.2647	-3.02607	-1.17691	-0.860669	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	0
4.3756	-11.0938	-3.01924	-1.25306	-0.890114	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0
4.39573	-10.9911	-2.52829	-1.34022	-0.934135	4.39651	-10.8822	4.45	-10.95	0	1.81807	0
4.39278	-10.8528	-2.51697	-1.40921	-0.952478	4.45899	-10.8664	4.45	-10.85	0	1.81808	0
4.37764	-10.7159	-2.5324	-1.46296	-0.953568	4.493	-10.7885	4.45	-10.7	0	2.72865	0
4.38787	-10.5697	-2.53736	-1.5323	-0.970632	4.44058	-10.5544	4.45	-10.55	0	2.72864	0
4.38796	-10.4263	-2.5553	-1.58686	-0.971104	4.44399	-10.3941	4.45	-10.4	0	2.72392	0
4.40867	-10.2765	-2.57007	-1.65259	-0.983167	4.44086	-10.2469	4.45	-10.25	0	2.72391	0
4.43005	-10.1374	-2.57049	-1.71059	-0.987118	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0
4.48149	-9.98386	-2.60017	-1.78677	-1.0087	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0
4.52116	-9.83763	-2.61779	-1.84628	-1.01227	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0
4.58874	-9.68445	-2.65707	-1.92021	-1.02992	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0
4.64929	-9.54675	-2.67042	-1.9805	-1.0327	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0
4.74481	-9.39917	-2.72071	-2.05973	-1.0543	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0
4.78984	-9.24862	-2.81468	-2.07331	-0.991407	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	0
4.89191	-9.09616	-2.87178	-2.14096	-1.00339	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0
5.00903	-8.97882	-2.83949	-2.23015	-1.04917	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	0
5.11706	-8.8539	-2.85797	-2.29221	-1.05306	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0
5.18426	-8.72143	-2.87762	-2.2982	-0.97853	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	0
5.30796	-8.59134	-2.92425	-2.3561	-0.981627	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0
5.38472	-8.46434	-2.9196	-2.36169	-0.911226	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	0
5.49114	-8.35851	-2.89813	-2.40805	-0.908158	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0
5.52403	-8.23595	-2.85519	-2.35716	-0.758995	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	0
5.63485	-8.11963	-2.89444	-2.3923	-0.755681	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0
5.74858	-8.00197	-2.90686	-2.42396	-0.742254	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	0
5.8675	-7.89078	-2.91413	-2.46001	-0.737748	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0
5.98985	-7.78649	-2.91622	-2.49455	-0.729549	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0
6.12765	-7.68405	-2.942	-2.53412	-0.728666	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0
6.2103	-7.5847	-2.87295	-2.52277	-0.650406	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	0
6.33498	-7.4888	-2.90351	-2.55111	-0.645931	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0
6.43273	-7.38449	-2.83363	-2.54356	-0.575728	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	0
6.56242	-7.29008	-2.84468	-2.57111	-0.571689	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0
6.65679	-7.2044	-2.78159	-2.56839	-0.518709	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	0
6.77599	-7.10935	-2.81098	-2.58468	-0.509088	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0
6.89298	-7.03364	-2.80962	-2.6082	-0.507729	6.81357	-6.96259	6.85	-7	1.99752	0.998765	0
7.00248	-6.96145	-2.79075	-2.62936	-0.504302	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0
7.11724	-6.87822	-2.74489	-2.63826	-0.47588	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	0
7.25472	-6.79463	-2.76775	-2.65904	-0.470185	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0
7.33308	-6.71154	-2.63288	-2.63573	-0.394709	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	0
7.45105	-6.62654	-2.66245	-2.64406	-0.383077	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	0
7.56768	-6.56108	-2.65956	-2.65987	-0.377885	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	0
7.68263	-6.48913	-2.66631	-2.67182	-0.371116	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0
7.84135	-6.43902	-2.81244	-2.72818	-0.435206	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	0
7.97045	-6.37426	-2.82252	-2.7445	-0.429703	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0
8.03362	-6.29502	-2.50218	-2.69689	-0.310873	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	0
